id,name,rate
72007,"Aguas Buenas Municipio, Puerto Rico",91
72009,"Aibonito Municipio, Puerto Rico",100
72011,"A?asco Municipio, Puerto Rico",53
72013,"Arecibo Municipio, Puerto Rico",587
72015,"Arroyo Municipio, Puerto Rico",57
72017,"Barceloneta Municipio, Puerto Rico",41
72019,"Barranquitas Municipio, Puerto Rico",91
72021,"Bayamon Municipio, Puerto Rico",4263
72023,"Cabo Rojo Municipio, Puerto Rico",142
72025,"Caguas Municipio, Puerto Rico",1398
72027,"Camuy Municipio, Puerto Rico",139
72029,"Canovanas Municipio, Puerto Rico",1177
72031,"Carolina Municipio, Puerto Rico",5242
72033,"Cata?o Municipio, Puerto Rico",460
72035,"Cayey Municipio, Puerto Rico",285
72037,"Ceiba Municipio, Puerto Rico",78
72039,"Ciales Municipio, Puerto Rico",0
72041,"Cidra Municipio, Puerto Rico",192
72043,"Coamo Municipio, Puerto Rico",87
72045,"Comerio Municipio, Puerto Rico",104
72047,"Corozal Municipio, Puerto Rico",0
72049,"Culebra Municipio, Puerto Rico",11
72051,"Dorado Municipio, Puerto Rico",568
72053,"Fajardo Municipio, Puerto Rico",279
72054,"Florida Municipio, Puerto Rico",81
72055,"Guanica Municipio, Puerto Rico",2
72057,"Guayama Municipio, Puerto Rico",84
72059,"Guayanilla Municipio, Puerto Rico",57
72061,"Guaynabo Municipio, Puerto Rico",3021
72063,"Gurabo Municipio, Puerto Rico",335
72065,"Hatillo Municipio, Puerto Rico",155
72067,"Hormigueros Municipio, Puerto Rico",129
72069,"Humacao Municipio, Puerto Rico",183
72071,"Isabela Municipio, Puerto Rico",190
72073,"Jayuya Municipio, Puerto Rico",27
72075,"Juana Diaz Municipio, Puerto Rico",191
72077,"Juncos Municipio, Puerto Rico",86
72079,"Lajas Municipio, Puerto Rico",92
72081,"Lares Municipio, Puerto Rico",9
72083,"Las Marias Municipio, Puerto Rico",36
72085,"Las Piedras Municipio, Puerto Rico",151
72087,"Loiza Municipio, Puerto Rico",261
72089,"Luquillo Municipio, Puerto Rico",243
72091,"Manati Municipio, Puerto Rico",58
72093,"Maricao Municipio, Puerto Rico",51
72095,"Maunabo Municipio, Puerto Rico",26
72097,"Mayaguez Municipio, Puerto Rico",624
72099,"Moca Municipio, Puerto Rico",155
72101,"Morovis Municipio, Puerto Rico",37
72103,"Naguabo Municipio, Puerto Rico",206
72105,"Naranjito Municipio, Puerto Rico",95
72107,"Orocovis Municipio, Puerto Rico",81
72109,"Patillas Municipio, Puerto Rico",58
72111,"Pe?uelas Municipio, Puerto Rico",87
72113,"Ponce Municipio, Puerto Rico",914
72115,"Quebradillas Municipio, Puerto Rico",125
72117,"Rincon Municipio, Puerto Rico",44
72119,"Rio Grande Municipio, Puerto Rico",598
72121,"Sabana Grande Municipio, Puerto Rico",44
72123,"Salinas Municipio, Puerto Rico",38
72125,"San German Municipio, Puerto Rico",164
72127,"San Juan Municipio, Puerto Rico",27465
72129,"San Lorenzo Municipio, Puerto Rico",155
72131,"San Sebastian Municipio, Puerto Rico",246
72133,"Santa Isabel Municipio, Puerto Rico",75
72135,"Toa Alta Municipio, Puerto Rico",393
72137,"Toa Baja Municipio, Puerto Rico",1326
72139,"Trujillo Alto Municipio, Puerto Rico",1042
72141,"Utuado Municipio, Puerto Rico",82
72143,"Vega Alta Municipio, Puerto Rico",206
72145,"Vega Baja Municipio, Puerto Rico",121
72147,"Vieques Municipio, Puerto Rico",12
72149,"Villalba Municipio, Puerto Rico",39
72151,"Yabucoa Municipio, Puerto Rico",84
72153,"Yauco Municipio, Puerto Rico",73
